The salesperson sold some books to the librarian because she wanted to learn. ||| La vendeuse a vendu des livres à la bibliothécaire parce qu'elle voulait apprendre.
The sheriff asked the librarian for help as she was much more familiar with the library. ||| Le shérif a demandé de l'aide à la bibliothécaire car elle connaissait beaucoup mieux la bibliothèque.
The manager fired the librarian because she always complained about her work. ||| La gestionnaire a congédié la bibliothécaire parce qu'elle se plaignait toujours de son travail.
The physician examined the librarian for eye problems because she read too much. ||| Le médecin a examiné la bibliothécaire pour des problèmes oculaires parce qu'elle lisait trop.
When the winter comes, the farmer visited the librarian frequently because of her hot chocolate. ||| Quand l'hiver arrive, l'agriculteur visite fréquemment la bibliothécaire à cause de son chocolat chaud.
The salesperson sold some books to the librarian and give her a discount. ||| Le vendeur a vendu des livres à la bibliothécaire et lui a accordé un rabais.
The janitor cleaned the librarian 's room and told her it is ready. ||| Le concierge a nettoyé la chambre de la bibliothécaire et lui a dit qu'elle était prête.
The CEO stared at the librarian and asked her for a dinner. ||| Le PDG a regardé la bibliothécaire et lui a demandé un dîner.
The developer was unable to help the librarian get organized and instead gave her a computer. ||| Le développeur n'a pas pu aider la bibliothécaire à s'organiser et lui a plutôt donné un ordinateur.
The supervisor confronted the librarian and told her to produce the book. ||| Le superviseur a confronté la bibliothécaire et lui a dit de produire le livre.
The lawyer needed the librarian to find a book and asked her to. ||| L'avocat avait besoin de la bibliothécaire pour trouver un livre et lui a demandé de le faire.
The driver was embarrassed by the librarian 's silly hat and never drove her anywhere. ||| Le conducteur a été gêné par le chapeau stupide de la bibliothécaire et ne l'a jamais conduite nulle part.
The cook loved the librarian 's books and constantly stole from her. ||| Le cuisinier aimait les livres de la bibliothécaire et lui volait constamment.
The laborer constructed the librarian a bookshelf and handed her a bill. ||| Le travailleur a construit la bibliothèque une bibliothèque et lui a remis un projet de loi.
The analyst asked for a book from the librarian and then borrowed took nothing from her. ||| L'analyste a demandé un livre à la bibliothécaire, puis elle n'a rien emprunté.
The guard noticed the librarian and greeted her. ||| Le gardien a remarqué la bibliothécaire et l'a saluée.
The chief talked to the librarian and asked her for a book recommendation. ||| Le chef a parlé à la bibliothécaire et lui a demandé une recommandation de livre.
The mechanic waved at the librarian and walked away from her. ||| Le mécanicien a agité la bibliothécaire et s'est éloigné d'elle.
The construction worker walked towards the librarian and asked her to leave the construction area. ||| La travailleuse de la construction a marché vers la bibliothécaire et lui a demandé de quitter la zone de construction.
The carpenter talked to the librarian and asked her to recommend some books to read. ||| Le charpentier a parlé à la bibliothécaire et lui a demandé de recommander quelques livres à lire.
The mover greeted the librarian and asked her where the books were. ||| Le déménageur a salué la bibliothécaire et lui a demandé où étaient les livres.
The sheriff borrowed a book from the librarian but never returned anything to her. ||| Le shérif a emprunté un livre à la bibliothécaire mais ne lui a jamais rien rendu.
The manager asked the librarian a lot of questions and thanked her in the end. ||| Le gestionnaire a posé beaucoup de questions à la bibliothécaire et l'a remerciée à la fin.
The physician noticed the librarian 's eye twitched and treated her. ||| Le médecin a remarqué l'œil de la bibliothécaire et l'a traitée.
The farmer visited the librarian and asked her about the library hours. ||| Le fermier a visité la bibliothécaire et lui a posé des questions sur les heures de bibliothèque.
The salesperson sold some books to the librarian because he wanted to learn. ||| Le vendeur a vendu quelques livres au bibliothécaire parce qu'il voulait apprendre.
The janitor cleaned the librarian 's room and he was grateful. ||| Le concierge a nettoyé la chambre du bibliothécaire et il a été reconnaissant.
The librarian helped the CEO to find the book because it is his job. ||| Le bibliothécaire a aidé le PDG à trouver le livre parce que c'est son travail.
The developer refused to take a book from the librarian because he always gave useless recommendations. ||| Le développeur a refusé de prendre un livre du bibliothécaire parce qu'il a toujours donné des recommandations inutiles.
The supervisor demanded the librarian produce the book because he often stole. ||| Le superviseur a demandé au bibliothécaire de produire le livre parce qu'il a souvent volé.
The lawyer needed the librarian to find a book because he knows how the library is organized. ||| L'avocat avait besoin du bibliothécaire pour trouver un livre parce qu'il sait comment la bibliothèque est organisée.
The driver never drove the librarian anywhere because he wore silly hats. ||| Le conducteur n'a jamais conduit le bibliothécaire quelque part parce qu'il portait des chapeaux stupides.
The cook secretly stole the librarian 's books to make him less trusting. ||| Le cuisinier a secrètement volé les livres du bibliothécaire pour le rendre moins confiant.
The laborer built the librarian a bookshelf because he placed an order. ||| Le travailleur a construit la bibliothèque une bibliothèque parce qu'il a placé un ordre.
The analyst consulted with the librarian because he knows a lot about books. ||| L'analyste a consulté le bibliothécaire parce qu'il en sait beaucoup sur les livres.
The guard asked the librarian to leave because it was late and he looked really tired. ||| Le gardien a demandé au bibliothécaire de partir parce qu'il était tard et qu'il avait l'air vraiment fatigué.
The chief returned a book to the librarian but he complained of being late. ||| Le chef a rendu un livre au bibliothécaire, mais il s'est plaint d'être en retard.
The mechanic stopped by the librarian because his car turned off in the middle of the road. ||| Le mécanicien arrêté par le bibliothécaire parce que sa voiture s'est éteinte au milieu de la route.
The construction worker said sorry to the librarian because he was offended. ||| Le travailleur de la construction a dit désolé au bibliothécaire parce qu'il a été offensé.
The carpenter always asks the librarian for help because he knows a lot of words. ||| Le charpentier demande toujours de l'aide au bibliothécaire parce qu'il connaît beaucoup de mots.
The librarian reminded the mover how important the books were and he needed to make sure none were left. ||| Le bibliothécaire a rappelé au déménageur combien les livres étaient importants et il devait s'assurer qu'il n'en restait plus.
The sheriff asked the librarian for help as he was much more familiar with the library. ||| Le shérif a demandé de l'aide au bibliothécaire car il connaissait beaucoup mieux la bibliothèque.
