Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's mère est une joaillerie designer et son père est un avocat.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| Billionaire designer industriel, et fondateur de la société Dyson, James Dyson a promis son soutien pour le projet.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (né le 26 mai 1967 à Londres) est un créateur de chapeau et de haute couture né le 26 mai 1967 à Londres et qui a été décrit par le magazine " Vogue " comme " le plus grand milliner vivant ".
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Au cours des premières années de la SECR, les services express de voyageurs ont été bien desservis par les classes'D'et'E'4-4-0 de Wainwright, mais les charges ont continué d'augmenter et, en 1912, le concepteur s'est rendu compte qu'il aurait bientôt besoin de locomotives plus puissantes.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| La formation de Macdonald en tant que designer et son intérêt pour les peintures pour enfants ont encouragé son expérimentation avec l'art abstrait.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli était le designer principal de la ville et son plan a quitté l'architecture maltaise médiévale, qui exposait des rues et ruelles sinueuses irrégulières.
Every year , the designer takes his guests into a surreal world . ||| Chaque année, le designer emmène ses invités dans un monde surréaliste.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| En tant que concepteur principal dans la société Bebb et Gould, avec son partenaire, Charles H. Bebb, Gould était responsable de nombreux bâtiments remarquables du Pacifique Nord-Ouest, tels que le Seattle Art Museum original et le plan du campus de l'Université de Washington.
Fashion designer Paul Poiret played himself . ||| Le designer de mode Paul Poiret a joué lui-même.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| Dans cette séance, le designer Charles - Nicolas Cochin a également été admis pour sa conception de cette impression.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| En 2010, le designer a présenté sa collection, " Esclave ", dans le cadre de Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (né vers 1963) est un créateur de costumes américain qui a été nominé à la fois pour un Tony Award et un Drama Desk Award en 2009 pour son travail sur le renouveau de Broadway de la comédie musicale " Hair ".
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| Le concepteur du jeu, Kevin Wilson, affirme qu'il peut gagner également bien quelle que soit l'équipe qu'il joue.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| Le chef designer a discuté de son casting : " Il me semblait une bonne idée, comme casting à travers Instagram semblait cool, actuel et fort.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| Le designer de mode Alexander McQueen s'est suicidé en se pendant à son appartement dans 7 Green Street en 2010.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez " designer et fondateur de Polytron Phil Fish a acquis le statut de célébrité pour sa personnalité publique franche et son importance dans le documentaire 2012 " ", qui a détaillé " Fez " les dernières étapes du développement et les questions juridiques connexes de Polytron.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| Le réalisateur Simon Bowles a remporté un prix de la British Film Designers Guild le 27 janvier 2013 pour son design de production sur ce film.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| Le designer, Draper Kauffman, a essayé de développer un "« jeu de stratégie globale » depuis de nombreuses années quand il a reçu une copie d'Illuminati.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| La mère de Mannara est une créatrice de bijoux et son père est un avocat.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, une créatrice de personnage timide qui a créé le chien rose extrêmement populaire Maromi, se trouve sous la pression de répéter son succès.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| Julie Weiss, créatrice de costumes, a également été nommée pour son travail, mais a perdu à James Acheson de " Restauration ".
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Cet événement a cimenté le partenariat croissant avec Stella Jean, alors que la créatrice étend son travail à plus de pays où l'Initiative travaille :
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| La créatrice a ouvert son premier commerce de détail en 1992 au 113 Greene Street dans le quartier Soho de New York.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| La créatrice de Dior Fine Bijoux Victoire de Castellane a lancé sa propre montre intitulée " Le D de Dior ".
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Aujourd'hui, elle cherche à vendre son entreprise Donna Karan, moins d'un an après que la créatrice de mode a démissionné de sa marque de namesake.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| Paris a été la destination finale pendant la saison des spectacles d'hiver et la designer britannique Vivienne Westwood en a fait le modèle principal dans son spectacle.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| Il s'agit d'une créatrice de costumes britannique, qui a été nominée aux Oscars pour ses dessins sur < < Agatha > > (1979) et < < Reds > > (1981).
